标题,题目名称,问题描述,输入描述,输出描述,提示说明,样例输入,样例输出,通过率,Submit,题目URL,题目列表URL,补题传送门URL,补题题目URL
21-22(2)第2次线上赛,4：罗少的七年级生物,"罗少在做生物实验时，发现有一种生物的遗传链由一长串的0和1组成。该生物父系和母系具有相同长度的遗传链；同一位置上如果都是0，那么后代该位置上一定也是0；同一位置上如果都是1，那么后代该位置上一定也是1；同一位置上如果一个0一个1，那么后代该位置上可能是0也可能是1。
现在已知三个该种生物的遗传链，问有没有可能其中一个是另外两个的后代？如果有可能，输出Yes；如果不可能，输出No。","多组案例。一个正整数n，表示案例的数量。（n<=100）
每组案例由3个字符串组成，每个字符串都是由字符0和字符1组成。保证这三个字符串的长度是相同的。（长度不大于100）","针对每组案例，根据问题描述中的说明，输出Yes或No。
每组案例输出完都要换行。",,"2
1101 0111 0101
111 100 010","Yes
No",41.48%,229,https://www.xujcoj.com/home/contest/1054/problem/4,https://www.xujcoj.com/home/contest/1054/problem,https://www.xujcoj.com/home/problem?keyword3=1054,https://www.xujcoj.com/home/problem/detail/3562
21-22(2)第0次线上赛,4：单调环,"给你一个数组，下标从 1 到 n ，把它的首位相连，就形成了一个环，也就是下标为 n 的元素的下一个元素的下标为 1。
我们定义单调环为，每一个元素与其下一个元素的大小关系全部相等，很明显，除非所有数字都一样，否则无法构成单调环。
于是我们稍作修改，如果至少有 n - 1 个元素与其下一个元素的大小关系相等，我们就称它为单调环。","第一行是一个正整数 T 表示测试案例的数量。（1 <= T <= 200）
每组案例先是一个正整数 n 表示数字的数量。（3 <= n <= 100）
然后是 n 个不大于 100 的正整数。",针对每组案例，如果给定数组可以形成单调环则输出 YES，否则输出 NO，最后换行。,数字的大小关系只有 大于、小于 和 等于，所以最后一组输出 NO。,"4
5
1 1 1 1 1
5
4 5 1 2 3
5
5 4 1 2 3
3
1 1 2","YES
YES
NO
NO",58.54%,41,https://www.xujcoj.com/home/contest/1020/problem/4,https://www.xujcoj.com/home/contest/1020/problem,https://www.xujcoj.com/home/problem?keyword3=1020,https://www.xujcoj.com/home/problem/detail/3507
21-22(1)第4次线上赛,1：没出现的数字,判断一个正整数的每一位数字中是否出现了0~9这10个数字，统计有多少个数字没出现过。例如12345678，没出现过的数字是0和9，故共有2个数字没出现过。,"第一行是一个正整数 n 表示测试案例的数量。（n ≤ 100）
每组案例由一个正整数 m 组成。（m ≤ 1e9）","针对每组案例，输出一个整数，表示 m 中有多少个数字没出现过。
每组案例输出完要换行。",,"2
10
12345678","8
2",52.57%,409,https://www.xujcoj.com/home/contest/990/problem/1,https://www.xujcoj.com/home/contest/990/problem,https://www.xujcoj.com/home/problem?keyword3=990,https://www.xujcoj.com/home/problem/detail/3432
21-22(1)第4次线上赛,4：OJ新人,"有一位OJ新人在一次OJ线上赛中，做出了所有6道题，并且都是一遍通过。其中，第1题是比赛开始后a1分钟做出，第2题是比赛开始后a2分钟做出，...，第6题是比赛开始后a6分钟做出。例如a1~a6分别为10、15、30、80、50、150，则我们认为第1题做了10分钟，第2题做了5分钟，第3题做了15分钟，然后先用了20分钟做了第5题，再用30分钟做了第4题，用70分钟做了第6题，所有6题总共花了150分钟完成。
OJ计算小分的方法是：先计算每道做出的题按照比赛开始到该题做出的时间，然后把所有题的该时间累加。小分越小越好。由于都是一次通过，所以不用考虑罚时。故上述案例中，小分是10+15+30+80+50+150=335。
Tql学姐认为，该新人有更好的完成顺序，使得在每道题花费的时间不变的前提下，小分更小。
问最优的做题顺序下的小分比当前顺序下的小分，能少多少？","多组案例。一个正整数n，表示案例的数量。（n<=100）
每组案例由6个整数组成，表示每道题是在比赛开始后多少分钟做出的。（均不大于10000）","针对每组案例，输出一个整数，表示最优的做题顺序下的小分比当前顺序下的小分少多少。
每组案例输出完都要换行。",,"1
10 15 30 80 50 150",5,68.14%,113,https://www.xujcoj.com/home/contest/990/problem/4,https://www.xujcoj.com/home/contest/990/problem,https://www.xujcoj.com/home/problem?keyword3=990,https://www.xujcoj.com/home/problem/detail/3428
21-22(1)第3次线上赛,2：简易算24点,"有4个正整数，要求在不改变数字顺序、不添加括号的前提之下，在每两个数字之间添加一个加法+或者乘法*运算符，凑成一个完整的运算表达式，使得表达式的运算结果为24。
已知这4个正整数，问可以凑出多少种不同的满足要求的表达式？","多组案例。一个正整数n，表示案例的数量。（n<=200000）
每组案例由4个不大于20的正整数组成。","针对每组案例，输出一个整数，表示有多少种不同的满足条件的表达式。
每组案例输出完都要换行。",,"3
2 2 2 3
2 2 2 2
1 2 3 18","1
0
2",57.41%,324,https://www.xujcoj.com/home/contest/972/problem/2,https://www.xujcoj.com/home/contest/972/problem,https://www.xujcoj.com/home/problem?keyword3=972,https://www.xujcoj.com/home/problem/detail/3395
21-22(1)第3次线上赛,3：星号阵列-18,"输入一个不小于6的偶数，输出如下星号阵列。周围一圈是*；正中间两横两竖是+；然后四个角落根据方位，按照类似坐标系的象限，输出1、2、3、4。
例如输入8时，应输出：
当输入12时，应输出：","只有一组案例。
一个正整数n，表示阵列的宽度和高度。（6<=n<=50）",根据要求输出阵列，阵列的最后一行结束后也有换行。,,12,,69.52%,315,https://www.xujcoj.com/home/contest/972/problem/3,https://www.xujcoj.com/home/contest/972/problem,https://www.xujcoj.com/home/problem?keyword3=972,https://www.xujcoj.com/home/problem/detail/3397
21-22(1)第2次线上赛,1：静默的质数,班上有m个同学玩报数游戏。1号同学想了一个正整数a，并且保证a不是质数，然后大声地喊出来，报给了2号同学；2号同学把a加1，这个数字如果不是质数，则该同学会大声地喊出来，报给3号同学，如果这个数字是质数，则2号同学会通过传纸条的方式静默地把这个数字报给3号同学；...；以此类推，每个同学都要把上一个同学传递来的数字加1，并且根据该数字是质数与否，决定是喊出来还是静默传递，包括最后一名同学（虽然他不需要再往下传递了）。这样当所有m个同学完成游戏后，到底有多少名同学选择了静默的方式。,"多组案例。一个正整数n，表示案例的数量。(n<=20)
每组案例由2个正整数m和a，分别表示同学的数量和1号同学想的数字。(m<=100, 2<=a<=10000)","针对每组案例，输出一个正整数，表示有多少个同学的数字是质数。
每组案例输出完都要换行。",,"2
6 12
2 15","2
0",43.69%,428,https://www.xujcoj.com/home/contest/948/problem/1,https://www.xujcoj.com/home/contest/948/problem,https://www.xujcoj.com/home/problem?keyword3=948,https://www.xujcoj.com/home/problem/detail/3361
21-22(1)第2次线上赛,6：输出字符,输出指定数量的指定字符。,"多组案例。一个正整数n，表示案例的数量。
每组案例由一个正整数m和一个字符a组成。","针对每组案例，如果m是奇数，则输出m个a，中间不要有空格；如果m是偶数，则输出m/2个a，每两个a之间都要有一个空格，最后一个a后面没有空格。
每组案例输出完都要换行。",,"2
5 B
6 N","BBBBB
N N N",42.34%,640,https://www.xujcoj.com/home/contest/948/problem/6,https://www.xujcoj.com/home/contest/948/problem,https://www.xujcoj.com/home/problem?keyword3=948,https://www.xujcoj.com/home/problem/detail/3359
21-22(1)第1次线上赛,1：老王又卖瓜,老王第一天卖n个瓜，第二天只卖第一天一半的瓜（如果不是整数，则取整，任何一天皆如此处理），第三天只卖第二天一半的瓜，...，直到某一天一个瓜都不卖了。问老王总共卖了多少瓜？,一个正整数n，表示老王第一天卖的瓜。（n<=10000）,一个正整数，表示老王总共卖了多少瓜，不要换行。,5+2+1=8,5,8,58.35%,485,https://www.xujcoj.com/home/contest/935/problem/1,https://www.xujcoj.com/home/contest/935/problem,https://www.xujcoj.com/home/problem?keyword3=935,https://www.xujcoj.com/home/problem/detail/3326
21-22(1)第1次线上赛,2：星号阵列-17,输出左下三角形区域以及右下三角形区域都由*构成的星号阵列,一个正整数n，表示星号阵列由多少行组成,"输出左下三角形区域以及右下三角形区域都由*构成的星号阵列。
最后一行阵列输出完毕后也要换行。",,6,,54.07%,344,https://www.xujcoj.com/home/contest/935/problem/2,https://www.xujcoj.com/home/contest/935/problem,https://www.xujcoj.com/home/problem?keyword3=935,https://www.xujcoj.com/home/problem/detail/3323
21-22(1)第1次线上赛,4：数字和,计算0到n之间所有整数的和,一个整数n（-10000<=n<=10000）,"一个整数，表示0到n之间所有整数的和。
不要换行。",,-4,-10,57.49%,541,https://www.xujcoj.com/home/contest/935/problem/4,https://www.xujcoj.com/home/contest/935/problem,https://www.xujcoj.com/home/problem?keyword3=935,https://www.xujcoj.com/home/problem/detail/3324
21-22(1)第1次线上赛,5：最大分差,一个班级里有n名学生，现在已知这n名学生的C++考试成绩，求其中的成绩差距最大的两个学生之间相差了多少分,"一个正整数n，表示班级学生的数量。（2<=n<=100）
然后是n个非负整数，表示这n名学生的成绩。（分数范围在0到100之间）","一个整数，表示分差最大的两个学生之间的差距。
不要换行。",100-40=60,"5
40 100 80 90 65",60,69.01%,284,https://www.xujcoj.com/home/contest/935/problem/5,https://www.xujcoj.com/home/contest/935/problem,https://www.xujcoj.com/home/problem?keyword3=935,https://www.xujcoj.com/home/problem/detail/3322
20-21(2)第6次线上赛,4：韩信分兵,韩信得到探马报告，项羽率大军来袭。由于营中兵力不足，韩信需要尽可能地拖延项羽的部队。韩信有n名士兵可供调度，他希望把这n名士兵尽可能多地分散成小股部队（至少2队），用于骚扰项羽部队，每个小队的士兵人数都是质数（不要问为什么）。问这n名士兵最多可能分成多少个小队（要求所有士兵都分配完毕）？,"多组案例。一个正整数T，表示案例的数量。（T<=1e5）
每组案例由一个正整数n组成，表示士兵的数量。(n<=1e6）","针对每组案例，输出一个整数，表示答案；如果无解，那么输出-1。
每组案例输出完都要换行。",,"2
3
5","-1
2",48.62%,181,https://www.xujcoj.com/home/contest/900/problem/4,https://www.xujcoj.com/home/contest/900/problem,https://www.xujcoj.com/home/problem?keyword3=900,https://www.xujcoj.com/home/problem/detail/3262
20-21(2)第5次线上赛,1：签到题-6,"先前竞赛组的培训采用签字的方式进行签到，某个同学签完到以后去买了瓶水，回来时忘记自己已经签过到于是又在纸上写了一次名字，你可以找出这位同学吗？
为了方便起见，我们用一个正整数表示一个同学。","第一行是一个正整数 n 代表纸上名字的数量。(2 <= n <= 100)
然后是 n 个正整数表示每个同学的编号，对于每个编号 x 都有 1 <= x <= 10000。
保证有且只有两个数字是相同的。",这个同学的编号，然后换行。,6 重复出现了两次。,"4
5 6 7 6",6,67.43%,304,https://www.xujcoj.com/home/contest/896/problem/1,https://www.xujcoj.com/home/contest/896/problem,https://www.xujcoj.com/home/problem?keyword3=896,https://www.xujcoj.com/home/problem/detail/3212
20-21(2)第4次线上赛,3：于老师的三大爱好,"众所周知，于老师的三大爱好是抽烟、喝酒、烫头。于老师会记录每次抽烟喝酒烫头花费的时间（用C表示抽烟、D表示喝酒、H表示烫头，整数数字表示时间），例如“C 2”表示抽烟2分钟，“H 15”表示烫头15分钟。有一个特例，就是当花费时间是1分钟时，会省略1这个数字，例如“D”表示喝酒1分钟。
本来这样是可以井井有条地记录，但不知道什么原因，所有的空格和换行符都不见了，只剩下完全连在一起的字符和数字，看起来只能当字符串看了。
你的任务就是在这样的情况下，帮于老师统计抽烟总共花费多少时间、喝酒总共多少时间、烫头总共多少时间。","多组案例。一个正整数n，表示案例的数量。（n<=20）
每组案例中，有一个不带空格的字符串，表示【描述】中的记录。（字符串长度不大于10000，字符串中表示每次花费时间的数字不会大于1000）","针对每组案例，输出3个整数，分别表示抽烟、喝酒、烫头花费的总时间，两两之间有一个空格字符。
每组案例输出完都要换行。",,"2
CDH
C2D3DH12C8","1 1 1
10 4 12",54.00%,50,https://www.xujcoj.com/home/contest/880/problem/3,https://www.xujcoj.com/home/contest/880/problem,https://www.xujcoj.com/home/problem?keyword3=880,https://www.xujcoj.com/home/problem/detail/3228
